tracking_id	gene_id	gene_short_name	locus	ESC	MES	HB	HE	HP	MAC
TSS1624	XLOC_001470	Lta4h	chr10:93453395-93484896	18.4626	16.6317	24.5789	41.4288	24.7006	23.6022
TSS16240	XLOC_014724	Cntn6	chr6:104493043-104863405	0	0	0	0	0	0
TSS16241	XLOC_014725	Cntn4	chr6:105677744-106699305	0.006462	0.0348803	0.0261441	0.00175884	0	0
TSS16242	XLOC_014725	Cntn4	chr6:105677744-106699305	0	4.71267e-06	0	0	0	0
TSS16244	XLOC_014727	Lrrn1	chr6:107529725-107570228	0.350591	0.492602	0.244999	0.233152	0.119108	0.00343945
TSS16245	XLOC_014728	Setmar	chr6:108065044-108077127	2.88357	2.82637	2.07882	1.85731	2.10747	1.94636
TSS16246	XLOC_014729	Itpr1	chr6:108213095-108551116	4.26583	12.4683	12.971	11.0587	7.72057	4.90371
TSS16247	XLOC_014730	Bhlhe40	chr6:108660628-108666925	10.7672	9.71053	3.26117	2.9089	1.63111	68.3404
TSS16248	XLOC_014731	Arl8b	chr6:108783058-108823723	13.6868	27.6374	28.8014	32.6338	25.4187	225.151
TSS16249	XLOC_014732	Edem1	chr6:108828640-108859356	8.42631	17.2516	17.5209	18.9846	21.1089	105.753
TSS1625	XLOC_001471	Hal	chr10:93488767-93516743	0.0833939	0.0192591	0.0328909	0.0693676	0.109417	3.49567
TSS16250	XLOC_014733	Grm7	chr6:110645597-111567230	0	0	0.00421213	0	0.00402626	0.00922283
TSS16251	XLOC_014734	Lmcd1	chr6:112273757-112330423	0.0150101	0.0670732	0.0203601	0	0	0.012026
TSS16252	XLOC_014735	Cav3	chr6:112459504-112472872	0	0	0	0.0194277	0.00839023	0
TSS16253	XLOC_014736	Thumpd3	chr6:113046326-113068273	20.2954	21.7701	23.6591	14.8425	15.3298	27.5154
TSS16254	XLOC_014737	Setd5	chr6:113077638-113153424	11.32	20.7975	24.3353	21.4284	18.2242	11.0403
TSS16255	XLOC_014738	Mtmr14	chr6:113237842-113281392	16.2946	19.9963	15.2311	17.0825	9.31308	14.4905
TSS16256	XLOC_014739	Cpne9	chr6:113282306-113305571	0.337394	0.0746628	0.0398695	0.00345376	0.0682244	0.0142412
TSS16257	XLOC_014740	Brpf1	chr6:113307196-113324704	8.18998	10.2541	11.312	9.09865	10.0998	18.927
TSS16258	XLOC_014741	Ogg1	chr6:113326975-113343922	6.50392	4.09154	4.65076	4.67679	5.22125	4.65927
TSS16259	XLOC_014742	Arpc4	chr6:113378112-113414571	58.4157	53.6235	64.1734	56.4903	45.6336	168.82
TSS1626	XLOC_001472	Ccdc38	chr10:93540631-93589658	0.0493248	0	0	0	0	0.00936338
TSS16260	XLOC_014742	Ttll3	chr6:113378112-113414571	0.150047	0.15374	0.230331	0.34002	0.459731	0.894856
TSS16261	XLOC_014742	Ttll3	chr6:113378112-113414571	0.206394	0.153373	0.174386	0.237892	0.381639	1.31699
TSS16262	XLOC_014743	Jagn1	chr6:113442516-113448229	13.9533	24.8287	32.5571	25.3296	23.1013	38.4571
TSS16263	XLOC_014744	Il17re	chr6:113458483-113470751	0.166211	0.0408898	0.0238017	0	0.0444308	0
TSS16264	XLOC_014744	Il17re	chr6:113458483-113470751	0.166733	0	0.0148279	0.0209928	0.00365443	0
TSS16265	XLOC_014745	Il17rc	chr6:113471454-113483163	0.703444	2.96035	1.38799	0.433274	0.31324	1.28068
TSS16266	XLOC_014746	Creld1	chr6:113483568-113493338	2.16061	2.10245	1.14831	1.68742	2.38951	7.30795
TSS16267	XLOC_014747	Fancd2	chr6:113531681-113596285	11.1951	9.98781	10.7249	6.74094	10.5441	0.201569
TSS16268	XLOC_014748	Brk1	chr6:113604771-113616951	40.4469	35.7645	42.7614	53.639	41.094	136.865
TSS16269	XLOC_014749	Vhl	chr6:113624020-113631633	5.58697	6.5633	7.57491	8.6831	6.22603	15.6838
TSS1627	XLOC_001473	Ntn4	chr10:93641048-93745972	0.128897	0.258405	0.336884	0.453292	0.0244526	0
TSS16270	XLOC_014750	Irak2	chr6:113638466-113695027	1.7464	0.494151	0.191029	0.930914	1.70033	21.2611
TSS16271	XLOC_014751	Tatdn2	chr6:113697498-113711068	18.9094	21.4377	24.7554	22.0356	25.148	52.5487
TSS16272	XLOC_014752	Slc6a11	chr6:114131240-114249886	0.109769	0.0414358	0.0307623	0	0	0
TSS16273	XLOC_014753	Slc6a1	chr6:114282634-114317525	0.253331	0.045167	0.124114	0.011246	0.00391411	0.00448296
TSS16274	XLOC_014754	Hrh1	chr6:114397935-114483296	0.123505	0.15885	0.0774809	6.18018e-05	0.0155567	0.112455
TSS16275	XLOC_014754	Hrh1	chr6:114397935-114483296	0.000111877	1.05396e-05	1.26196e-06	0.110916	0.000105344	2.93016e-05
TSS16276	XLOC_014755	Atg7	chr6:114643096-114860614	3.55599	2.80036	3.26145	3.61844	5.90662	39.9581
TSS16277	XLOC_014756	Syn2	chr6:115134901-115282626	0	0.00942181	0.00439625	0.0241981	0.010753	0.0150731
TSS16278	XLOC_014757	Pparg	chr6:115361220-115490401	5.20692e-06	0.0504893	0.288152	0.154018	0.0904676	42.6496
TSS16279	XLOC_014757	Pparg	chr6:115361220-115490401	0.0644905	3.34012e-06	0.18753	2.86441e-05	0.0727595	18.2691
TSS1628	XLOC_001474	Usp44	chr10:93831554-93858087	9.66013	5.41287	3.2128	1.18119	1.39894	0.0386593
TSS16280	XLOC_014758	Tsen2	chr6:115544703-115578336	7.5732	8.48705	10.6247	6.91247	7.5982	4.33872
TSS16281	XLOC_014759	Mkrn2	chr6:115601937-115676635	8.64234	8.06553	9.27326	10.5831	9.55254	16.3383
TSS16282	XLOC_014760	Cand2	chr6:115774556-115808743	6.50577	6.07547	6.13517	6.64456	5.1822	1.00168
TSS16284	XLOC_014762	Rho	chr6:115931926-115938830	0	0.0133111	0.0214535	0.0364101	0.00528048	0.0120958
TSS16285	XLOC_014763	H1foo	chr6:115944938-115950233	0	0	0	0	0.017572	0
TSS16286	XLOC_014764	Fam21	chr6:116208032-116262671	13.604	21.972	21.0845	24.2121	16.6974	40.6765
TSS16287	XLOC_014765	Zfand4	chr6:116264234-116329626	0.354159	0.907408	0.693026	1.00807	2.46648	0.906891
TSS16288	XLOC_014766	March8	chr6:116338122-116409540	5.31208	8.83757	9.24898	13.9178	17.2776	46.5992
TSS16289	XLOC_014767	Olfr211	chr6:116493610-116494540	0	0	0	0	0	0
TSS1629	XLOC_001475	Fgd6	chr10:94036000-94145339	0.90152	1.62748	1.01201	1.56106	0.394415	3.27592
TSS16290	XLOC_014768	Olfr212	chr6:116506515-116517965	0	0	0	0	0	0
TSS16291	XLOC_014769	Olfr213	chr6:116540454-116541438	0	0	0	0	0	0
TSS16292	XLOC_014770	Olfr214	chr6:116556426-116557389	0	0	0	0	0	0
TSS16293	XLOC_014771	8430408G22Rik	chr6:116633007-116673836	0.0229933	0	0	0.0640389	0.592006	0
TSS16294	XLOC_014772	Cxcl12	chr6:117168534-117181368	1.01811	1.98967	0.56819	4.25214	2.97845	0.0485605
TSS16295	XLOC_014773	Zfp637	chr6:117841241-117845956	6.10934	6.62174	9.37802	9.92368	6.07483	18.9031
TSS16296	XLOC_014774	Zfp239	chr6:117863076-117872766	3.47205	3.13478	3.64298	1.64138	1.86907	1.65081
TSS16297	XLOC_014775	Hnrnpf	chr6:117900339-117925622	0.396772	0	0	0.0423196	0.0123231	0.0273332
TSS16298	XLOC_014775	Hnrnpf	chr6:117900339-117925622	9.04524	10.9891	15.0956	13.6969	13.1548	15.5991
TSS16299	XLOC_014775	Hnrnpf	chr6:117900339-117925622	0.898861	4.71547	5.31284	3.35041	4.75679	0.631952
TSS163	XLOC_000148	Cps1	chr1:67123065-67230448	0.107009	0.00179406	0.00765953	0	0.00540972	0
TSS1630	XLOC_001476	Nr2c1	chr10:94147930-94197214	1.35024	1.51573	1.76718	2.14276	1.68674	2.64087
TSS16300	XLOC_014775	Hnrnpf	chr6:117900339-117925622	4.12505	9.02658	7.21348	7.67994	6.13566	5.1652
TSS16301	XLOC_014776	Rasgef1a	chr6:118066384-118091546	0.45671	0.338588	0.0164045	0.0544008	0.0132012	1.54708
TSS16302	XLOC_014777	Dcp1b	chr6:118592295-119221614	0.815519	0.826155	0.552777	0.770367	1.05038	1.59434
TSS16303	XLOC_014778	Cacna2d4	chr6:119236525-119352407	0.00879776	0	0.0153436	0.0117247	0	0.00208512
TSS16304	XLOC_014779	Fbxl14	chr6:119432530-119544347	14.2452	27.3427	31.4381	12.8996	12.8175	9.69068
TSS16306	XLOC_014781	Ninj2	chr6:120093379-120200338	0.886413	0.721086	0.125893	0	0.0129264	0
TSS16307	XLOC_014782	Kdm5a	chr6:120324321-120444574	7.26597	11.8988	12.7104	13.3279	13.017	12.9055
TSS16308	XLOC_014783	Il17ra	chr6:120463196-120483727	1.91717	2.1195	2.09043	1.97332	13.049	19.1129
TSS16309	XLOC_014784	Cecr2	chr6:120666420-120771191	7.90595	4.00605	3.25727	1.60844	2.41793	0.0246029
TSS1631	XLOC_001477	Ndufa12	chr10:94199008-94220948	8.9293	8.3499	11.1203	11.7599	9.60249	10.2628
TSS16310	XLOC_014785	Slc25a18	chr6:120773767-120793982	0.0393257	0.0872446	0.0601433	0.167087	0.0996803	0.119095
TSS16311	XLOC_014786	Bcl2l13	chr6:120836229-120892842	10.0999	7.05971	9.35992	7.87853	10.1856	8.36326
TSS16312	XLOC_014787	Pex26	chr6:121183666-121196185	2.03876	4.90752	3.57489	1.57094	2.25886	2.56995
TSS16313	XLOC_014788	Tuba8	chr6:121210769-121226097	0.122776	0.927479	1.25982	0.119436	2.71978	2.54101
TSS16314	XLOC_014789	Usp18	chr6:121245905-121270917	0.214787	1.28854	2.89924	0.0582123	7.43326	44.3317
TSS16315	XLOC_014790	Slc6a13	chr6:121300295-121337718	0.171174	0.0602915	0.011763	0.0138271	0.162444	0.178272
TSS16316	XLOC_014791	Slc6a12	chr6:121346696-121365773	0.0344379	0.0750326	0.0276706	0.00376979	0.0215891	0.361852
TSS16317	XLOC_014792	A2m	chr6:121636172-121679238	0.252913	0.189767	0.0471523	0.0860542	0.00896192	0
TSS16318	XLOC_014793	Mug1	chr6:121838540-121889057	0	0	0	0	0.0215788	0
TSS16319	XLOC_014794	Mug2	chr6:122006797-122085967	0	0.00186018	0	0	0	0
TSS1632	XLOC_001478	Tmcc3	chr10:94514856-94590954	4.89345	1.40589	0.373631	2.89713	0.810811	6.78236
TSS16320	XLOC_014795	M6pr	chr6:122309009-122317677	25.4213	31.439	40.5148	27.6506	36.2058	123.628
TSS16321	XLOC_014796	Mfap5	chr6:122513675-122529287	0.362927	0.0701554	0.0142318	0.240179	0.0869613	0
TSS16322	XLOC_014797	Aicda	chr6:122553808-122564180	0.0713992	0.0288237	0.00820429	0	0.0036496	0.00836002
TSS16323	XLOC_014798	Dppa3	chr6:122626423-122630271	12.8516	0.900641	0.102987	0.0144554	0	0
TSS16324	XLOC_014799	Nanog	chr6:122707567-122713778	58.0737	34.6255	5.18978	0.055367	0.0734063	0.0159039
TSS16325	XLOC_014800	Foxj2	chr6:122820183-122845366	0.531416	1.24222	1.45213	2.17305	1.39719	3.80308
TSS16326	XLOC_014801	Necap1	chr6:122874556-122888941	18.8413	12.154	12.8283	16.9002	12.0207	72.0662
TSS16327	XLOC_014802	Clec4a1	chr6:122921847-122934619	0	0.00595756	0.00654897	0.0131291	0.280377	2.0955
TSS16328	XLOC_014803	Clec4a3	chr6:122952514-122969878	0	0	0	0	0	2.86972
TSS16329	XLOC_014803	Clec4a3	chr6:122952514-122969878	0	0	0	0	0	6.07379
TSS1633	XLOC_001478	Tmcc3	chr10:94514856-94590954	0.0044222	0	2.77646e-05	0	9.66641e-06	0.00175819
TSS16330	XLOC_014804	Clec4a4	chr6:122990366-123024421	0.025741	0	0	0	0	0.0511316
TSS16331	XLOC_014805	Clec4b1	chr6:123049961-123071555	0	0	0	0	0	0.318603
TSS16332	XLOC_014806	Clec4a2	chr6:123122689-123143999	0.0169357	0	0	0	0	0.301466
TSS16333	XLOC_014806	Clec4a2	chr6:123122689-123143999	6.18772e-05	0	0	0	0.135187	12.6314
TSS16334	XLOC_014807	Clec4b2	chr6:123173022-123204671	0	0	0	0	0	0.222188
TSS16335	XLOC_014808	Clec4n	chr6:123229842-123247024	0.0243429	0	0	0.00945965	7.1214	706.607
TSS16336	XLOC_014809	Clec4d	chr6:123262106-123275268	0	0	0	0.0157366	1.25716	206.888
TSS16337	XLOC_014810	Vmn2r19	chr6:123308332-123336537	0	0	0	0	0	0
TSS16338	XLOC_014811	Vmn2r23	chr6:123702820-123742239	0	0	0	0	0.00341175	0
TSS16339	XLOC_014812	Vmn2r24	chr6:123778970-123816280	0	0	0	0.0104719	0.0119516	0
TSS1634	XLOC_001478	Tmcc3	chr10:94514856-94590954	0	0	0	0.598446	0	3.69461
TSS16340	XLOC_014813	Vmn2r26	chr6:124024757-124062035	0.0137638	0	0	0	0	0
TSS16341	XLOC_014814	Cd163	chr6:124304650-124330527	0	0.00448248	0	0	0	0.00317131
TSS16342	XLOC_014815	C1rl	chr6:124493112-124510643	0.076844	0.124423	0.0410867	0.0721445	0.21396	1.30336
TSS16343	XLOC_014816	C1ra	chr6:124512620-124523440	0.0107985	0.00631046	0.00921675	0.0034767	0	0.497451
TSS16344	XLOC_014817	C1rb	chr6:124570429-124581044	0.023324	0	0	0	0	0
TSS16345	XLOC_014818	Lpcat3	chr6:124663103-124712178	7.22672	6.71056	7.55691	12.5637	13.9564	39.5346
TSS16346	XLOC_014819	Phb2	chr6:124712288-124716945	83.0525	129.794	163.054	115.835	122.139	118.023
TSS16347	XLOC_014820	Spsb2	chr6:124808940-124814296	2.79175	3.64247	3.51392	6.92509	7.6287	39.8268
TSS16348	XLOC_014821	Cdca3	chr6:124830175-124833701	38.4521	19.2789	21.5361	20.9369	25.372	1.61619
TSS16349	XLOC_014822	Mlf2	chr6:124931387-124936149	99.3544	46.9119	58.1972	43.1607	34.1154	90.2783
TSS1635	XLOC_001479	Ccdc41	chr10:94688789-94790336	6.54356	9.8253	12.0063	10.9064	10.4723	9.35624
TSS16350	XLOC_014823	Pianp	chr6:124996719-125003097	0	0	0	0	0	0.164704
TSS16351	XLOC_014823	Pianp	chr6:124996719-125003097	0.882316	0.099206	0.00783717	0.00470314	0	0.871613
TSS16352	XLOC_014823	Pianp	chr6:124996719-125003097	7.87876e-05	9.94928e-05	8.49688e-05	0.00010206	0	0.856472
TSS16353	XLOC_014824	Zfp384	chr6:125009237-125037870	1.97286	0.914654	1.28036	1.31248	1.59087	1.76526
TSS16354	XLOC_014824	Zfp384	chr6:125009237-125037870	2.54291	1.44306	1.56483	1.3899	1.88527	3.33853
TSS16355	XLOC_014825	Ing4	chr6:125039847-125049264	9.90741	10.5851	9.51936	10.1611	11.181	46.8453
TSS16356	XLOC_014826	Acrbp	chr6:125049926-125063265	1.49401	0.843102	0.568099	0.210029	0.605397	0.771639
TSS16357	XLOC_014827	Lpar5	chr6:125067919-125082472	1.34212	0.2587	0.134716	0.102936	0.200274	0.484498
TSS16358	XLOC_014827	Lpar5	chr6:125067919-125082472	0	0	1.89547e-06	3.34221e-06	0.393378	4.25156
TSS16359	XLOC_014828	Chd4	chr6:125096162-125130501	39.5521	72.6892	83.1684	82.7443	80.3195	72.9359
TSS1636	XLOC_001480	Ube2n	chr10:95515161-95545658	3.18064	3.06145	3.77073	3.00356	2.62413	1.64552
TSS16360	XLOC_014829	Nop2	chr6:125131882-125144753	58.362	43.0658	65.8595	32.5326	40.5446	21.7196
TSS16361	XLOC_014830	Iffo1	chr6:125145240-125161782	1.05281	2.24491	3.07162	3.34339	2.43517	10.3394
TSS16362	XLOC_014831	Mrpl51	chr6:125192199-125194392	10.0625	7.30948	9.12159	7.71521	7.81353	11.6401
TSS16363	XLOC_014832	Vamp1	chr6:125215580-125222306	0.25159	0.235535	0.105118	0.123539	0.441135	0.377616
TSS16364	XLOC_014833	Scnn1a	chr6:125321339-125344942	0.0426956	0.0564045	0.101277	0.0715322	0.0568968	0.0410844
TSS16365	XLOC_014834	Tnfrsf1a	chr6:125349722-125362483	1.53304	2.51049	5.15277	9.22269	9.31415	39.731
TSS16366	XLOC_014835	Vwf	chr6:125552947-125686679	0.3373	0.0240129	0.0781779	1.03393	2.6743	15.8452
TSS16367	XLOC_014836	Ano2	chr6:125690418-126040128	0.0267959	0	0.00214082	0.0570197	0.00430083	0.00646372
TSS16368	XLOC_014837	Akap3	chr6:126853097-126874308	0	0.0226625	0.0141652	0.00301599	0	0.771277
TSS16369	XLOC_014838	D6Wsu163e	chr6:126939965-126975704	5.25161	4.74724	5.84416	6.54993	7.30619	26.4076
TSS1637	XLOC_001481	Eea1	chr10:95940662-96045518	1.46837	2.49655	4.63148	9.59455	9.13674	19.5076
TSS16370	XLOC_014839	Fgf6	chr6:127015541-127024718	0	0	0	0	0	0
TSS16371	XLOC_014840	Fgf23	chr6:127072901-127081408	0.0467137	0.070399	0.0197853	0	0.00496983	0
TSS16372	XLOC_014841	Parp11	chr6:127453722-127494239	2.37221	2.46177	2.18193	1.99298	1.72408	5.23993
TSS16373	XLOC_014842	Efcab4b	chr6:127577974-127629938	0.102185	0.145038	0.415444	0.115455	0.385674	0.992617
TSS16374	XLOC_014843	Tspan11	chr6:127887621-127953031	0.011431	0.00776945	0.0225152	0.0222705	0.00528083	0
TSS16375	XLOC_014844	Foxm1	chr6:128362993-128385144	12.0761	6.61916	7.58819	7.29963	6.60463	0.620151
TSS16376	XLOC_014844	4933413G19Rik	chr6:128362993-128385144	0.0320781	0.0173517	0.0165926	0.145963	0.0411612	0
TSS16377	XLOC_014845	Nrip2	chr6:128399765-128408935	0	0	0	0	0	0.00756529
TSS16378	XLOC_014846	Clec2h	chr6:128662384-128677374	0.0153985	0.0140342	0.00484214	0	0	0
TSS16379	XLOC_014847	Clec2i	chr6:128848043-128896848	0	0.0104801	0	0	0	0.147452
TSS1638	XLOC_001482	Btg1	chr10:96617000-96622811	1.79069	3.13671	2.39855	7.81669	5.72468	18.5772
TSS16380	XLOC_014848	Clec2g	chr6:128934380-128984707	0	0.00934026	0.00465043	0	0	0
TSS16381	XLOC_014848	Clec2g	chr6:128934380-128984707	0	0	0	0	0	0.0263401
TSS16382	XLOC_014849	Klrb1f	chr6:129045900-129057471	0	0	0	0	0.0615576	0.556719
TSS16383	XLOC_014850	Clec2d	chr6:129180614-129186535	0.188096	0.0603521	0.0254837	0.0869117	0.601916	32.7912
TSS16384	XLOC_014851	Clec12a	chr6:129350243-129365303	0.0278093	0.00799773	0.0053098	0	0.0805253	6.15025
TSS16385	XLOC_014852	Clec1b	chr6:129397296-129405413	0.0318218	0.0112228	0	0.977327	8.17595	2.45216
TSS16386	XLOC_014853	Clec9a	chr6:129408861-129424764	0	0	0	0.0326521	0.314387	0.121063
TSS16387	XLOC_014854	Tmem52b	chr6:129512556-129519227	0	0	0	0	0	0.00474884
TSS16388	XLOC_014855	Gabarapl1	chr6:129533191-129542331	11.4065	22.9254	14.014	32.1266	37.6163	128.563
TSS16389	XLOC_014856	Klre1	chr6:129578285-129585827	0	0	0	0	0	0
TSS1639	XLOC_001483	Dcn	chr10:97479499-97518162	6.91297e-06	1.67333e-06	0.00539841	0.337652	0.366475	2.68092e-06
TSS16390	XLOC_014857	Klrd1	chr6:129591810-129598775	0	0	0	0	0	0
TSS16391	XLOC_014858	5430401F13Rik	chr6:131543761-131553757	0	0	0	0	0	0
TSS16392	XLOC_014859	Prh1	chr6:132569841-132572401	0	0	0	0	0	0
TSS16393	XLOC_014860	Prp2	chr6:132595945-132600702	0	0	0	0	0	0
TSS16394	XLOC_014861	Tas2r120	chr6:132656956-132657844	0	0	0	0	0	0
TSS16395	XLOC_014862	Tas2r124	chr6:132754729-132755659	0	0	0	0	0	0
TSS16396	XLOC_014863	Tas2r102	chr6:132762130-132763174	0	0	0	0	0	0
TSS16397	XLOC_014864	Tas2r117	chr6:132802900-132803893	0	0	0	0	0	0
TSS16398	XLOC_014865	Tas2r123	chr6:132847141-132848143	0	0	0	0	0	0
TSS16399	XLOC_014866	Tas2r116	chr6:132855437-132856355	0	0	0	0	0	0
TSS164	XLOC_000149	Spag16	chr1:69826969-70725132	0.251995	0.241144	0.114862	0.0844372	0.169616	0
TSS1640	XLOC_001483	Dcn	chr10:97479499-97518162	0.165268	0.0525876	0	1.53655e-05	0	0.0551405
TSS16400	XLOC_014867	Tas2r110	chr6:132868007-132869009	0	0	0	0	0	0
TSS16401	XLOC_014868	Tas2r113	chr6:132893010-132893940	0	0	0	0	0	0
TSS16402	XLOC_014869	Tas2r125	chr6:132909650-132910586	0	0	0	0	0	0
TSS16403	XLOC_014870	Tas2r129	chr6:132951101-132952064	0	0	0	0	0	0
TSS16404	XLOC_014871	2700089E24Rik	chr6:133105238-133110899	5.97215	9.39439	10.4574	20.6874	18.85	36.9593
TSS16405	XLOC_014872	5530400C23Rik	chr6:133292215-133295790	0	0	0	0	0	0
TSS16406	XLOC_014873	Gm5885	chr6:133529188-133532762	0	0	0	0	0	0
TSS16407	XLOC_014874	Etv6	chr6:134035706-134270147	4.59989	3.99281	5.94888	11.0479	15.0685	7.98836
TSS16408	XLOC_014875	Bcl2l14	chr6:134396328-134438724	0.171395	0.365425	0.131331	0.0186171	0.0544603	0.0418535
TSS16409	XLOC_014876	Loh12cr1	chr6:134639511-134711184	1.12129	1.31351	2.42672	2.51174	2.1075	3.95691
TSS1641	XLOC_001484	Lum	chr10:97565500-97572703	0.135985	0.0143863	0.00971529	0.841548	0.242255	0.0264534
TSS16410	XLOC_014876	Loh12cr1	chr6:134639511-134711184	1.51036	1.13706	1.07248	2.20392	2.5219	2.49557
TSS16411	XLOC_014877	Crebl2	chr6:134830198-134857883	0.700371	0.667954	0.588656	1.21719	0.929188	7.56363
TSS16412	XLOC_014878	Cdkn1b	chr6:134920400-134925525	9.38542	17.9243	16.8777	28.0428	12.0714	8.25369
TSS16413	XLOC_014879	Apold1	chr6:134982000-134986836	0.0108399	0.0656454	0.0600209	0.614922	0.466229	0.265113
TSS16414	XLOC_014880	Ddx47	chr6:135011611-135023776	30.8979	29.8613	33.6657	23.185	25.3203	27.7876
TSS16415	XLOC_014881	Gprc5a	chr6:135065661-135084708	3.72838	0.755474	0.281873	1.95857	0.880682	0.0979425
TSS16416	XLOC_014882	8430419L09Rik	chr6:135197986-135236240	1.407	0.528606	0.432187	0.865022	0.906451	2.34862
TSS16417	XLOC_014883	Emp1	chr6:135362930-135383173	7.61421	0.548358	0.158317	5.20745	3.24251	410.492
TSS16418	XLOC_014884	Gm8994	chr6:136327538-136329983	1.20535	0.253535	0.215936	0.180045	0.123852	0.100114
TSS16419	XLOC_014885	Atf7ip	chr6:136518850-136607379	3.46981	3.20647	2.44544	5.60058	7.2002	5.02606
TSS1642	XLOC_001485	Kera	chr10:97607204-97613688	0	0	0	0	0	0
TSS16420	XLOC_014886	H2afj	chr6:136808247-136810074	6.93314	6.61613	6.80145	6.72461	8.4501	11.3648
TSS16421	XLOC_014887	BC049715	chr6:136828842-136840557	0.0611112	0.189367	0.15737	0.121628	0.10337	0.485435
TSS16422	XLOC_014888	Pde6h	chr6:136954522-136963483	0	0	0.0203039	0.0512587	0.0675676	0
TSS16423	XLOC_014889	Ptpro	chr6:137252298-137464633	0	0	0.0314755	0.0928019	0.018223	0
TSS16424	XLOC_014889	Ptpro	chr6:137252298-137464633	0.0153994	0.00926084	0	0.00292826	0.200951	9.89271
TSS16425	XLOC_014890	Strap	chr6:137735081-137751930	64.1534	54.1374	67.6517	58.6805	44.7091	50.5686
TSS16426	XLOC_014891	Dera	chr6:137754576-137837872	16.6752	17.0378	20.5325	22.443	19.9377	41.4808
TSS16427	XLOC_014892	Mgst1	chr6:138140536-138156752	2.07603	2.84395	0.438002	2.90718	2.42437	228.486
TSS16428	XLOC_014893	Pik3c2g	chr6:139715858-139969283	1.1765e-07	0	0	5.74602e-08	0	5.35969e-08
TSS16429	XLOC_014893	Pik3c2g	chr6:139715858-139969283	0.00684455	0	0.00295691	0.00265983	0	0.00404208
TSS1643	XLOC_001486	Epyc	chr10:97644067-97681900	0	0	0	0	0	0
TSS16430	XLOC_014894	Capza3	chr6:140041524-140042786	0	0	0	0	0	0
TSS16431	XLOC_014895	Plekha5	chr6:140424098-140594906	3.5819	6.42261	5.55353	2.67943	2.13948	1.43512
TSS16432	XLOC_014896	Aebp2	chr6:140622662-140677418	1.59881	1.12288	1.0431	0.976274	1.04682	2.44715
TSS16433	XLOC_014896	Aebp2	chr6:140622662-140677418	4.26139	6.44915	6.76562	6.5801	6.03635	6.56271
TSS16434	XLOC_014896	Aebp2	chr6:140622662-140677418	10.1778	13.2224	14.2408	12.9412	15.4623	31.7494
TSS16435	XLOC_014897	Pde3a	chr6:141249268-141499351	0.0329598	0.410627	0.550891	0.614386	1.07232	0.0261513
TSS16436	XLOC_014898	Slco1c1	chr6:141524385-141570177	0	0.022757	0.00656602	0	0	0
TSS16437	XLOC_014899	Slco1b2	chr6:141629517-141686635	0.0518649	0.0122155	0	0	0	0
TSS16438	XLOC_014900	Iapp	chr6:142234226-142322981	0	0	0	0	0	0
TSS16439	XLOC_014901	Pyroxd1	chr6:142345696-142387087	4.9408	5.45167	4.87369	3.88196	3.61943	5.87882
TSS1644	XLOC_001487	Ccer1	chr10:97693058-97694926	0.0161422	0.0145137	0	0	0	0
TSS16440	XLOC_014902	Golt1b	chr6:142387242-142403858	20.5495	30.9628	35.9164	39.7736	24.091	58.8967
TSS16441	XLOC_014903	B230216G23Rik	chr6:142413430-142419740	0.0982342	0.137166	0.114089	0.103607	0.0538475	0.0371659
TSS16442	XLOC_014904	Cmas	chr6:142756685-142775714	23.1233	16.9316	15.2711	53.6682	52.54	60.1604
TSS16443	XLOC_014905	Etnk1	chr6:143167229-143208547	13.3597	20.2953	16.8716	15.112	21.6412	22.5692
TSS16444	XLOC_014906	Lrmp	chr6:145121738-145210970	1.66957	1.20627	1.05	1.21203	6.30854	39.9713
TSS16445	XLOC_014907	Lyrm5	chr6:145211133-145216542	3.27502	2.21039	2.85246	2.60462	2.92907	22.8044
TSS16446	XLOC_014908	Tuba3b	chr6:145615962-145621477	0.0556724	0.117751	0.0913053	0.0452442	0.0532647	0.0215463
TSS16447	XLOC_014909	Rassf8	chr6:145808382-145817584	2.52666	2.05947	3.40461	4.10598	1.4331	15.3189
TSS16448	XLOC_014910	Sspn	chr6:145934146-145965225	0.0187039	0.0735659	0.0294192	0.403353	0.0883759	0.0828267
TSS16449	XLOC_014911	Fgfr1op2	chr6:146577910-146599198	7.67381	6.12093	7.10407	8.12424	11.2802	16.9706
TSS1645	XLOC_001488	Atp2b1	chr10:98915151-99026143	8.15376	19.2397	21.9983	27.4434	15.8517	136.967
TSS16450	XLOC_014912	Med21	chr6:146642578-146650600	33.8792	19.9278	24.0755	26.5432	22.5124	23.7038
TSS16451	XLOC_014913	Stk38l	chr6:146724929-146778814	1.76574	1.48285	0.91926	1.88176	2.44381	1.02351
TSS16452	XLOC_014914	Arntl2	chr6:146805529-146832646	2.69324	1.15597	0.444724	0.78385	0.184404	0.024396
TSS16453	XLOC_014915	1700023A16Rik	chr6:146850109-146871404	0	0	0	0	0	0
TSS16454	XLOC_014916	Ppfibp1	chr6:146888493-147032023	11.2446	16.9184	26.0857	38.3849	13.0686	41.0254
TSS16455	XLOC_014917	Rep15	chr6:147032536-147033518	0.205611	0.306565	0.558847	0.64232	0.239337	0.557521
TSS16456	XLOC_014918	Mrps35	chr6:147042769-147070902	25.731	19.7281	23.4826	17.9499	19.6783	17.2658
